,laptop name,GPU,Main Memory,Secondary Memory,Screen Dimension,Weight
731,"Acer Nitro 17 AN17-51-70AA 17.3"" Intel Core i7-13700H 2.4GHz ", Nvidia GeForce RTX 4050 Laptop , 16GB RAM , 512GB SSD,"17.3""",3.25kg
732,"Microsoft Surface Pro 9 WiFi 13"" Intel Core i5-1235U 1.3GHz ", 8GB RAM , 128GB SSD,,"13""",879 g
733,"MSI Summit E16 Flip Evo A12MT-009 16"" FHD+ Intel Core i7-1260P 1.5GHz ", 16GB RAM , 2TB SSD,,"16""",2.1kg
734,"Lenovo ThinkPad E16 Gen 1 16"" WUXGA Intel Core i7-1355U 1.7GHz ", 24GB RAM , 512GB SSD + 1TB SSD,,"16""",1.97kg
735,"Lenovo ThinkPad Z16 16"" AMD Ryzen 5 Pro 6650H 3.3GHz ", AMD Radeon RX 6500M , 16GB RAM , 512GB SSD,"16""",1.81kg
736,Microsoft Surface Pro 7 Plus 12.3” Intel Core i5-1135G7 2.4GHz , 16GB RAM , 256GB SSD,,"12.3""",796 g
737,"HP Victus 16-d0515la 16.1"" Intel Core i7-11800H 2.3GHz ", Nvidia GeForce RTX 3060 Laptop , 16GB RAM , 512GB SSD,"16.1""",2.48kg
738,"Dell Latitude 9510 15"" Intel Core i5-10310U 1.7GHz ", 16GB RAM , 256GB SSD,,"15""",1.4kg
739,"Dell G15 5520 15.6"" FHD Intel Core i5-12500H 2.5Ghz ", Nvidia GeForce RTX 3050 Ti Laptop , 16GB RAM , 512GB SSD,"15.6""",2.81kg
740,"Asus ROG Zephyrus S15 (2020) GX502 15.6"" FHD Intel Core i7-10875H 2.3GHz ", Nvidia GeForce RTX 2080 Super Laptop , 32GB RAM , 512GB SSD + 512GB SSD,"15.6""",1.9kg
741,"Dell Latitude 9410 14"" Intel Core i7-10610U 1.8GHz ", 16GB RAM , 512GB SSD,,"14""",1.36kg
742,"HP Elite Dragonfly Max 13.3"" Intel Core i7-1165G7 2.8GHz ", 16GB RAM , 512GB SSD,,"13.3""",1.13kg
743,"HP Victus 16-r0015ns 16.1"" Intel Core i7-13700H 2.4GHz ", Nvidia GeForce RTX 4060 Laptop , 16GB RAM , 1TB SSD,"16.1""",2.3kg
744,"HP EliteBook 1040 G10 14"" Intel Core i7-1355U 1.7GHz ", 16GB RAM , 512GB SSD,,"14""",1.19kg
745,"Dell Inspiron 16 Plus 7620 16"" Intel Core i7-12700H 2.3GHz ", 16GB RAM , 512GB SSD,,"16""",2.05kg
746,Acer Nitro 16 (2023) AMD Ryzen 5 7535HS 3.3GHz , Nvidia GeForce RTX 4050 Laptop , 16GB RAM , 512GB SSD,"16""",2.8kg
747,"MSI CreatorPro M16 A12UIS-463PT 16"" QHD Plus Intel Core i7-12700H 1.7GHz ", Nvidia RTX A1000 Laptop , 32GB RAM , 1TB SSD,"16""",2.26kg
748,MSI Summit E15 Intel Core i7-1185G7 3GHz , 16GB RAM , 1TB SSD,,"15.6""",1.65kg
749,"MSI GS66 Stealth 10UE-604 15.6"" FHD Intel Core i7-10750H 2.6GHz ", Nvidia GeForce RTX 3060 Laptop , 16GB RAM , 1TB SSD,"15.6""",2.1kg
750,"HP Victus 15-fa0021np 15.6"" Intel Core i5-12500H 2.5GHz ", Nvidia GeForce RTX 3050 Laptop , 16GB RAM , 512GB SSD,"15.6""",2.29kg
751,Asus ZenBook Flip 15 UX564 Intel Core i7-1165G7 2.8GHz , 16GB RAM , 1TB SSD,,"15.6""",1.9kg
752,"Lenovo ThinkPad X1 Carbon Gen 9 14"" Intel Core i5-1145G7 2.6GHz ", 16GB RAM , 512GB SSD,,"14""",1.13kg
753,"Dell Latitude 9410 14"" Intel Core i5-10210U 1.6GHz ", 8GB RAM , 256GB SSD,,"14""",1.36kg
754,"HP Elite Dragonfly G2 13.3"" Intel Core i7-1185G7 3GHz ", 32GB RAM , 1TB SSD,,"13.3""",988.8 g
755,"Lenovo Yoga 9i 15.6"" Intel Core i7-10700T 2GHz ", 16GB RAM , 1TB SSD,,"15.6""",2kg
756,"Lenovo X1 Yoga Gen 6 14"" Intel Core i7-1165G7 2.8GHz ", 16GB RAM , 512GB SSD,,"14""",1.35kg
757,"LG Gram Style (2023) 16Z90RS 16"" OLED Intel Core i7-1360P 2.2GHz ", 32GB RAM , 2TB SSD,,"16""",1.25kg
758,"HP Victus 15-fa0023np 15.6"" Intel Core i5-12450H 2GHz ", Nvidia GeForce RTX 3050 Laptop , 16GB RAM , 512GB SSD,"15.6""",2.29kg
759,"Asus ROG Flow X13 (2021) 13.4"" FHD Plus AMD Ryzen 7 5800HS 2.8GHz ", Nvidia GeForce GTX 1650 Laptop , 16GB RAM , 512GB SSD,"13.4""",1.3kg
760,"Acer ConceptD 7 CN715-72G-703T 15.6"" Intel Core i7-10875H 2.3GHz ", Nvidia GeForce RTX 2080 Super Max-Q Laptop , 32GB RAM , 2TB SSD,"15.6""",2.1kg
761,"MSI Crosshair 15 B12UEZ 444 15.6"" QHD Intel Core i7-12700H 2.3GHz ", Nvidia GeForce RTX 3060 Laptop , 16GB RAM , 1TB SSD,"15.6""",2.3kg
762,"Huawei MateBook X Pro (2022) 14"" Intel Core i7-1195G7 2.9GHz ", 16GB RAM , 1TB SSD,,"14.2""",1.38kg
763,"Dell G15 5530 (2023) 15.6"" FHD Intel Core i5-13450HX 2.4Ghz ", Nvidia GeForce RTX 4050 Laptop , 16GB RAM , 512GB SSD,"15.6""",2.65kg
764,"Asus ROG Zephyrus G14 GA401IV 14"" AMD Ryzen 9 4900HS 3GHz ", 16GB RAM , 1TB SSD,,"14""",1.6kg
765,"Lenovo LOQ 15IRH8 15.6"" Intel Core i5-13500H 2.6GHz ", Nvidia GeForce RTX 3050 Laptop , 16GB RAM , 1TB SSD,"15""",2.4kg
766,"Microsoft Surface Pro 8 13"" Intel Core i7-1185G7 3GHz ", 32GB RAM , 1TB SSD,,"13""",891 g
767,"Asus TUF Gaming A15 FA506QR 15.6"" AMD Ryzen 7 5800H 3.2GHz ", Nvidia GeForce RTX 3070 Laptop , 16GB RAM , 1TB SSD,"15.6""",2.3kg
768,"Huawei MateBook X Pro (2022) 14"" Intel Core i7-1260P 2.1GHz ", 16GB RAM , 1TB SSD,,"14.2""",1.26kg
769,"HP Pavilion Plus 16-ab0010nr 16"" Intel Core i7-13700H 2.4GHz ", 16GB RAM , 512GB SSD,,"16""",1.9kg
770,"Lenovo Legion Slim 7i 15.6"" Intel Core i7-10875H 2.3GHz ", 16GB RAM , 1TB SSD,,"15.6""",1.8kg
771,"Dell Latitude 9410 14"" Intel Core i5-10310U 1.7GHz ", 16GB RAM , 256GB SSD,,"14""",1.36kg
772,"Dell Inspiron 16 Plus 7640 16"" Intel Core Ultra 7 155H 1.4GHz ", 16GB RAM , 1TB SSD,,"16""",1.9kg
773,"Asus Zenbook 14X OLED Space Edition UX5401ZAS 14"" Intel Core i9-12900H 2.5GHz ", 32GB RAM , 1TB SSD,,"14""",1.4kg
774,"HP Envy x360 2-in-1 15-fe1097nr 15.6"" Intel Core Ultra 7 155U 1.7GHz ", 16GB RAM , 1TB SSD,,"15.6""",1.88kg
775,"VAIO Z 14"" Intel Core i7-11375H 3.3GHz ", 32GB RAM , 2TB SSD,,"14""",1.05kg
776,"Acer Nitro V 15 (2023) 15.6"" Intel Core i7-13620H 2.4GHz ", Nvidia GeForce RTX 4060 Laptop , 16GB RAM , 1TB SSD,"15.6""",2.11kg
777,"Huawei MateBook E Go 12.3"" Qualcomm Snapdragon 8cx Gen 3 2.4GHz ", 16GB RAM , 512GB SSD,,"12.35""",710 g
778,"MSI Pulse GL76 12UEK 052 17.3"" FHD Intel Core i7-12700H 2.3GHz ", Nvidia GeForce RTX 3060 Laptop , 64GB RAM , 2TB SSD + 2TB SSD,"17.3""",2.8kg
779,"Microsoft Surface Pro 9 Evo WiFi 13"" Intel Core i7-1255U 1.7GHz ", 32GB RAM , 1TB SSD,,"13""",879 g
780,"Lenovo ThinkPad E16 Gen 1 16"" WUXGA Intel Core i5-1335U 1.3GHz ", 24GB RAM , 512GB SSD + 1TB SSD,,"16""",1.97kg
781,Asus TUF Gaming A15 AMD Ryzen 7 5800H 3.2GHz , 16GB RAM , 1TB SSD,,"15.6""",2.3kg
782,"Xiaomi Redmi G Pro 16.1"" Intel Core i7-12650H 2.3GHz ", Nvidia GeForce RTX 3060 Laptop , 16GB RAM , 512GB SSD,"16.1""",2.66kg
783,"Asus ROG Zephyrus S17 (2020) GX701 17.3"" FHD Intel Core i7-10875H 2.3GHz ", Nvidia GeForce RTX 2070 Super Laptop , 32GB RAM , 1TB SSD,"17.3""",2.6kg
784,"LG Gram SuperSlim 15Z90RT 15.6"" OLED Intel Core i7-1360P 2.2GHz ", 32GB RAM , 2TB SSD,,"15.6""",988 g
785,"Lenovo ThinkPad P53 15.6"" FHD Intel Xeon E-2276M 2.8GHz ", 32GB RAM , 1TB SSD,,"15.6""",2.5kg
786,"MSI Stealth 15M 15.6"" Intel Core i7-11375H 3.3GHz ", Nvidia GeForce RTX 3060 Laptop , 32GB RAM , 1TB SSD,"15.6""",1.7kg
787,"HP Victus 15-fa1014np 15.6"" Intel Core i5-12500H 2.5GHz ", Nvidia GeForce RTX 4050 Laptop , 16GB RAM , 512GB SSD,"15.6""",2.29kg
788,"HP Elite Dragonfly G2 13.3"" Intel Core i7-1165G7 2.8GHz ", 32GB RAM , 1TB SSD,,"13.3""",988.8 g
789,"Lenovo IdeaPad Gaming 3 15ARH7 15.6"" AMD Ryzen 7 7735HS 3.2GHz ", Nvidia GeForce RTX 3050 Laptop , 16GB RAM , 512GB SSD,"15.6""",2.32kg
790,"Acer ConceptD 3 CN316-73G-733T 16"" Intel Core i7-11800H 2.3GHz ", Nvidia GeForce RTX 3050 Ti Laptop , 16GB RAM , 1TB SSD,"16""",1.7kg
791,"Asus Vivobook 14X OLED K3405VC 14"" Intel Core i9-13900H 2.6GHz ", Nvidia GeForce RTX 3050 Laptop , 16GB RAM , 1TB SSD,"14""",1.4kg
792,"MSI Summit E13 Flip Evo A12MT-013 13.4"" FHD+ Intel Core i7-1260P 1.5GHz ", 32GB RAM , 1TB SSD,,"13.4""",2.19kg
793,"Dell Inspiron 16 7620 2-in-1 16"" Intel Core i7-1260P 2.1GHz ", Nvidia GeForce MX550 Laptop , 16GB RAM , 1TB SSD,"16""",2.19kg
794,Huawei MateBook 14s Intel Core i7-11370H 3.3GHz , 16GB RAM , 1TB SSD,,"14.2""",1.43kg
795,"HP Elite x360 1040 G10 14"" Intel Core i7-1355U 1.7GHz ", 32GB RAM , 1TB SSD,,"14""",1.34kg
796,"Dell G15 5535 15.6"" FHD AMD Ryzen 5 7640HS 4.3Ghz ", Nvidia GeForce RTX 3050 Laptop , 16GB RAM , 1TB SSD,"15.6""",2.97kg
797,"MSI GF63 Thin 12VE 15.6"" FHD Intel Core i5-12450H 2GHz ", Nvidia GeForce RTX 4050 Laptop , 16GB RAM , 512GB SSD,"15.6""",1.86kg
798,"Lenovo X1 Yoga Gen 6 14"" Intel Core i5-1145G7 2.6GHz ", 16GB RAM , 512GB SSD,,"14""",1.35kg
799,"LG Gram 2-in-1 14T90R 14"" WUXGA Intel Core i7-1360P 2.2GHz ", 16GB RAM , 1TB SSD,,"14""",1.25kg
800,"Lenovo ThinkPad P53 15.6"" FHD Intel Core i7-9850H 2.6GHz ", 16GB RAM , 512GB SSD,,"15.6""",2.5kg
801,"HP EliteBook 1040 G10 14"" Intel Core i5-1335U 1.3GHz ", 16GB RAM , 256GB SSD,,"14""",1.19kg
802,"LG Gram 2-in-1 (2022) 16T90Q 16"" WQXGA Intel Core i7-1260P 2.1GHz ", 16GB RAM , 2TB SSD,,"16""",16GB
803,"Samsung Galaxy Book3 15.6"" Intel Core i7-1360P 2.2GHz ", Intel Arc A350M , 16GB RAM , 512GB SSD,"15.6""",1.6kg
804,"Lenovo ThinkPad P53 15.6"" FHD Intel Core i9-9880H 2.3GHz ", 8GB RAM , 256GB SSD,,"15.6""",2.5kg
805,"Gigabyte Aorus 15P 15.6"" Intel Core i7-10750H 2.6GHz ", Nvidia GeForce RTX 2070 Max-Q Laptop , 16GB RAM , 512GB SSD,"15.6""",2kg
806,LG Gram 17 (17Z90P) Intel Core i7-1165G7 2.8GHz , 16GB RAM , 512GB SSD,,"17""",1.35kg
807,"Asus ProArt StudioBook 15 H500GV 15.6"" Intel Core i7-9750H 2.6GHz ", Nvidia GeForce RTX 2060 Laptop , 32GB RAM , 2TB SSD,"15.6""",1.98kg
808,"Asus VivoBook Pro 15 (N580) 15.6"" Intel Core i7-7700HQ 2.8 Ghz ", 16GB , 512GB SSD + 2TB HDD,,"15.6""",2.29kg
809,"LG Gram (2023) 14Z90R 14"" WUXGA Intel Core i7-1360P 2.2GHz ", 32GB RAM , 1TB SSD,,"14""",997 g
810,"HP Dragonfly G4 (2023) 13.5"" Intel Core i7-1365U 1.8GHz ", 32GB RAM , 1TB SSD,,"13.5""",990 g
811,"Acer Swift Go 16 SFG16-71-7902 16"" Intel Core i7-13700H 2.4GHz ", 16GB RAM , 1TB SSD,,"16""",2.29kg
812,"Honor MagicBook V 14 14.2"" Intel Core i7-11390H 3.2GHz ", Nvidia GeForce MX450 , 16GB RAM , 512GB SSD,"14.2""",1.48kg
813,"Lenovo ThinkPad E16 Gen 1 16"" WUXGA AMD Ryzen 7 7730U 2GHz ", 24GB RAM , 512GB SSD + 1TB SSD,,"16""",1.97kg
814,"MSI Crosshair 15 R6E B12UEZ 056IT 15.6"" QHD Intel Core i7-12700H 2.3GHz ", Nvidia GeForce RTX 3060 Laptop , 16GB RAM , 1TB SSD,"15.6""",2.3kg
815,"Asus TUF Gaming F15 (2022) 15.6"" FHD Intel Core i5-12500H 2.5GHz ", Nvidia GeForce RTX 3050 Laptop , 16GB RAM , 512GB SSD,"15.6""",2.2kg
816,"Dell G15 5530 (2023) 15.6"" FHD Intel Core i7-13650HX 2.6Ghz ", Nvidia GeForce RTX 3050 Laptop , 16GB RAM , 512GB SSD,"15.6""",2.65kg
817,"Asus Vivobook Pro 16X OLED M7600QC 16"" AMD Ryzen 7 5800H 2.8GHz ", Nvidia GeForce RTX 3050 Laptop , 16GB RAM , 1TB SSD,"16""",1.95kg
818,"MSI Pulse GL66 12UEK 031 15.6"" FHD Intel Core i9-12900H 2.5GHz ", Nvidia GeForce RTX 3060 Laptop , 16GB RAM , 1TB SSD,"15.6""",2.3kg
819,"Honor MagicBook 16 Pro 16.1"" HYM-W76 AMD Ryzen 7 5800H 3.2GHz ", Nvidia GeForce RTX 3050 Laptop , 16GB RAM , 512GB SSD,"16.1""",1.87kg
820,"Gigabyte Aorus 15P 15.6"" Intel Core i7-10750H 2.6GHz ", Nvidia GeForce RTX 2060 Laptop , 16GB RAM , 512GB SSD,"15.6""",2kg
821,"LG Gram (2022) 17Z90Q 17"" WQXGA Intel Core i7-1260P 2.1GHz ", 32GB RAM , 1TB SSD,,"17""",1.35kg
822,"Lenovo Legion 5 15.6"" AMD Ryzen 7 4800H 2.9GHz ", Nvidia GeForce RTX 2060 Laptop , 16GB RAM , 512GB SSD,"15.6""",2.46kg
823,Asus ZenBook Pro UX550,,,,"15.6""",1.8kg
824,"HP EliteBook x360 830 G7 13.3"" Intel Core i7-10510U 1.8GHz ", 16GB RAM , 512GB SSD,,"13.3""",1.31kg
825,"Acer Nitro 17 (2023) 17.3"" AMD Ryzen 7 8845HS 3.8GHz ", Nvidia GeForce RTX 4060 Laptop , 16GB RAM , 1TB SSD,"17.3""",16GB
826,"Lenovo IdeaPad Gaming 3 15ARH7 15.6"" AMD Ryzen 5 6600H 3.3GHz ", Nvidia GeForce RTX 3050 Laptop , 16GB RAM , 1TB SSD,"15.6""",2.32kg
827,"HP ZBook Fury G8 15.6"" Intel Core i7-11850H 2.5GHz ", Nvidia RTX A4000 Laptop , 32GB RAM , 512GB SSD,"15.6""",2.35kg
828,"Microsoft Surface Book 3 13.5"" Intel Core i7-1065G7 ", 32GB RAM , 1TB SSD,,"13.5""",1.64kg
829,"Lenovo Legion 5 15.6"" AMD Ryzen 7 5800H 3.2GHz ", Nvidia GeForce RTX 3050 Ti Laptop , 16GB RAM , 512GB SSD,"15.6""",2.4kg
830,"Lenovo Yoga Book 9i 2-in-1 13.3"" OLED Intel Core i7-1355U 1.7GHz ", 16GB RAM , 1TB SSD,,"13.3""",1.34kg
831,"Gigabyte Aero 15 Classic XA 15.6"" Intel Core i7-9750H 2.6GHz ", Nvidia GeForce RTX 2070 Max-Q Laptop , 16GB RAM , 512GB SSD,"15.6""",2kg
832,"Microsoft Surface Pro 9 Evo WiFi 13"" Intel Core i5-1235U 1.3GHz ", 16GB RAM , 256GB SSD,,"13""",879 g
833,"HP Victus 15-fa0019np 15.6"" Intel Core i5-12450H 2GHz ", Nvidia GeForce RTX 3050 Ti Laptop , 16GB RAM , 512GB SSD,"15.6""",2.29kg
834,LG Gram 16 (16Z90P) Intel Core i7-1165G7 2.8GHz , 16GB RAM , 1TB SSD,,"16""",1.19kg
835,"Xiaomi Redmi G Pro 16.1"" AMD Ryzen 7 6800H 3.2GHz ", Nvidia GeForce RTX 3060 Laptop , 16GB RAM , 512GB SSD,"16.1""",2.66kg
836,"Honor MagicBook V 14 14.2"" Intel Core i7-11390H 3.4GHz ", 16GB RAM , 512GB SSD,,"14.2""",1.48kg
837,"Lenovo ThinkPad X1 Titanium Yoga 13.5"" Intel Core i5-1140G7 1.8GHz ", 16GB RAM , 512GB SSD,,"13.5""",1.15kg
838,"Lenovo ThinkPad X1 Carbon (8th Gen) 14"" Intel Core i7-10610U 1.8GHz ", 16GB RAM , 1TB SSD,,"14""",1.09kg
839,"HP Omen 15-en1010ns 15.6"" AMD Ryzen 7-5800H 3.2GHz ", Nvidia GeForce RTX 3060 Laptop , 16GB RAM , 512GB SSD,"15.6""",2.46kg
840,"Lenovo ThinkPad E16 Gen 1 16"" WUXGA Intel Core i3-1315U 1.2GHz ", 24GB RAM , 512GB SSD + 1TB SSD,,"16""",1.97kg
841,"Dell Alienware M15 R4 15.6"" Intel Core i7-10870H 2.2GHz ", Nvidia GeForce RTX 3080 8GB Laptop , 32GB RAM , 1TB SSD + 512GB SSD,"15.6""",2.5kg
842,"LG Gram (2023) 17Z90R 17"" WQXGA Intel Core i7-1360P 2.2GHz ", 16GB RAM , 1TB SSD,,"17""",16GB
843,"Apple MacBook Pro (2023) 14"" Apple M3 ", 24GB RAM , 2TB SSD,,"14.2""",1.55kg
844,"MSI Katana GF66 11UG-067CA 15.6"" FHD Intel Core i7-11800H 2.4GHz ", Nvidia GeForce RTX 3070 Laptop , 16GB RAM , 512GB SSD,"15.6""",2.25kg
845,Samsung Galaxy Book Pro 360 15 Intel Core i7-1165G7 2.8GHz , 16GB RAM , 1TB SSD,,"15.6""",1.39kg
846,"HP Elite Dragonfly G3 13.5"" WUXGA Plus Intel Core i7-1255U 1.7GHz ", 16GB RAM , 1TB SSD,,"13.5""",997 g
847,"HP Elite Dragonfly G3 13.5"" WUXGA Plus Intel Core i7-1265U 1.8GHz ", 32GB RAM , 1TB SSD,,"13.5""",997 g
848,"Huawei MateBook 16s (2022) 16"" Intel Core i7-12700H 2.3GHz ", 16GB RAM , 1TB SSD,,"16""",1.99kg
849,"Lenovo Yoga 9i 15.6"" Intel Core i7-10750H 2.6GHz ", 16GB RAM , 1TB SSD,,"15.6""",2kg
850,"Lenovo Yoga Slim 9i 14"" Intel Core i7-1165G7 2.8GHz ", 16GB RAM , 1TB SSD,,"14""",1.2kg
851,"HP EliteBook x360 830 G7 13.3"" Intel Core i7-10810U 1.1GHz ", 16GB RAM , 512GB SSD,,"13.3""",1.31kg
852,"Lenovo Yoga 9i 14"" Intel Core i5-1135G7 2.4GHz ", 8GB RAM , 256GB SSD,,"14""",1.37kg
853,"Lenovo ThinkPad X1 Titanium Yoga 13.5"" Intel Core i7-1160G7 2.1GHz ", 16GB RAM , 1TB SSD,,"13.5""",1.15kg
854,Microsoft Surface Pro 7 Plus 12.3” Intel Core i3-1115G4 3GHz , 8GB RAM , 128GB SSD,,"12.3""",770 g
855,"Lenovo Legion 5 Gen 6 15.6"" AMD Ryzen 7 5800H 2.8GHz ", Nvidia GeForce RTX 3070 Laptop , 16GB RAM , 1TB SSD,"15.6""",16GB
856,"Lenovo LOQ 15IRH8 15.6"" Intel Core i5-13420H 2.1GHz ", Nvidia GeForce RTX 3050 Laptop , 16GB RAM , 1TB SSD,"15""",2.4kg
857,"Lenovo ThinkPad P53 15.6"" FHD Intel Core i7-9750H 2.6GHz ", 16GB RAM , 256GB SSD,,"15.6""",2.5kg
858,"Gigabyte Aero 15 Classic YA 15.6"" FHD Intel Core i7-9750H 2.6GHz ", Nvidia GeForce RTX 2080 Super Max-Q Laptop , 32GB RAM , 1TB SSD,"15.6""",2kg
859,"MSI GE66 Raider Dragonshield Limited Edition 15.6"" Intel Core i9-10980HK 2.4GHz ", 32GB RAM , 1TB SSD,,"15.6""",2.38kg
860,"Lenovo ThinkPad E16 Gen 1 16"" WUXGA AMD Ryzen 5 7530U 2GHz ", 24GB RAM , 512GB SSD + 1TB SSD,,"16""",1.97kg
861,"Lenovo Legion 5 15.6"" AMD Ryzen 7 4800H 2.9GHz ", Nvidia GeForce GTX 1660 Ti Laptop , 16GB RAM , 512GB SSD,"15.6""",2.46kg
862,"Acer Swift 14 SF14-71T-73DE 14"" Intel Core i7-13700H 2.4GHz ", 32GB RAM , 1TB SSD,,"14""",1.2kg
863,"MSI CreatorPro M17 A12UIS-200XES 17.3"" FHD Intel Core i7-12700H 1.7GHz ", Nvidia RTX A1000 Laptop , 32GB RAM , 1TB SSD,"17.3""",2.67kg
864,"LG Gram (2023) 17ZB90R 17"" WQXGA Intel Core i5-1340P 1.9GHz ", 16GB RAM , 512GB SSD,,"17""",16GB
865,"Acer Nitro 5 (2023) 15.6"" Intel Core i7-12650H 2.3GHz ", Nvidia GeForce RTX 4050 Laptop , 16GB RAM , 512GB SSD,"15.6""",16GB
866,Huawei MateBook 14s Intel Core i5-11300H 3.1GHz , 8GB RAM , 512GB SSD,,"14.2""",1.43kg
867,Dell XPS 15 9520 Intel Core i5-12500H 2.5GHz , 8GB RAM , 512GB SSD,,"15.6""",1.92kg
868,"MSI Sword 15 A12UC 014TW 15.6"" FHD Intel Core i7-12700H 2.3GHz ", Nvidia GeForce RTX 3050 Laptop , 8GB RAM , 512GB SSD,"15.6""",2.25kg
869,"Honor MagicBook V 14 14.2"" Intel Core i5-11320H 3.2GHz ", Nvidia GeForce MX450 , 16GB RAM , 512GB SSD,"14.2""",1.48kg
870,"Lenovo ThinkPad X1 Yoga (2018) 14"" WQHD IPS Intel Core i7-8650U 1.9GHz ", 16GB RAM , 512GB SSD,,"14""",1.4kg
871,"HP Elite Dragonfly G3 13.5"" WUXGA Plus Intel Core i5-1235U 1.3GHz ", 16GB RAM , 1TB SSD,,"13.5""",997 g
872,"Acer Predator Helios 300 PH315-55-70ZV 15.6"" FHD Intel Core i7-12700H 2.3GHz ", Nvidia GeForce RTX 3060 Laptop , 16GB RAM , 512GB SSD,"15.6""",2.5kg
873,"Acer Nitro V 15 (2023) 15.6"" Intel Core i7-13620H 2.4GHz ", Nvidia GeForce RTX 4050 Laptop , 16GB RAM , 1TB SSD,"15.6""",2.11kg
874,Samsung Galaxy Book Pro 360​ 13 Intel Core i7-1165G7 2.8GHz , 16GB RAM , 512GB SSD,,"13.3""",1.06kg
875,"Asus ROG Zephyrus G14 GA401II 14"" AMD Ryzen 7 4800HS 2.9GHz ", 16GB RAM , 512GB SSD,,"14""",1.6kg
876,LG Gram 14 (14T90P) Intel Core i7-1165G7 2.8GHz , 16GB RAM , 1TB SSD,,"14""",1.25kg
877,"MSI GE66 Raider Dragonshield Limited Edition 15.6"" Intel Core i7-10875H 2.3GHz ", 32GB RAM , 1TB SSD,,"15.6""",2.38kg
878,"MSI Katana GF66 12UD 041 15.6"" FHD Intel Core i7-12700H 2.3GHz ", Nvidia GeForce RTX 3050 Ti Laptop , 8GB RAM , 512GB SSD,"15.6""",2.25kg
879,"Acer Spin 5 (2020) 13.5"" Intel Core i7-1065G7 1.3GHz ", 16GB RAM , 512GB SSD,,"13.5""",1.2kg
880,"HP ZBook Firefly G8 14"" Intel Core i7-1165G7 2.8GHz ", Nvidia T500 , 32GB RAM , 1TB SSD,"14""",1.35kg
881,"Microsoft Surface Pro 8 13"" Intel Core i5-1135G7 2.4GHz ", 8GB RAM , 512GB SSD,,"13""",891 g
882,"Dell G7-7588-U30 15.6"" Intel Core i7 8750H 2.2GHz ", 16GB RAM , 256GB SSD + 1TB HDD,,"15.6""",2.86kg
883,"HP EliteBook 840 G7 14"" Intel Core i7-10610U 1.8GHz ", 16GB RAM , 512GB SSD,,"14""",1.34kg
884,"MSI Cyborg 15 A12VF 15.6"" FHD Intel Core i5-12450H 2GHz ", Nvidia GeForce RTX 4060 Laptop , 16GB RAM , 1TB SSD,"15.6""",1.98kg
885,"MSI Stealth 17M A12UE-015ES 17.3"" FHD Intel Core i7-1280P 1.8GHz ", Nvidia GeForce RTX 3060 Laptop , 32GB RAM , 1TB SSD,"17.3""",2.2kg
886,"Lenovo ThinkPad X1 Titanium Yoga 13.5"" Intel Core i5-1130G7 1.8GHz ", 16GB RAM , 512GB SSD,,"13.5""",1.15kg
887,"Dell G15 5530 (2023) 15.6"" FHD Intel Core i5-13450HX 2.4Ghz ", Nvidia GeForce RTX 3050 Laptop , 16GB RAM , 512GB SSD,"15.6""",2.65kg
888,MSI Summit E15 FHD Intel Core i7-1185G7 1.2GHz , 32GB RAM , 1TB SSD,,"15.6""",1.65kg
889,"Lenovo IdeaPad Flex 5 Gen 8 14"" WUXGA AMD Ryzen 7 7730U 2GHz ", 8GB RAM , 512GB SSD,,"14""",1.55kg
890,"HP Elite Dragonfly G3 13.5"" WUXGA Plus Intel Core i5-1245U 1.6GHz ", 16GB RAM , 1TB SSD,,"13.5""",997 g
891,Dell XPS 13 (2021) Intel Core i7-1185G7 3GHz , 16GB RAM , 512GB SSD,,"13.4""",1.27kg
892,"Asus ROG Zephyrus G14 GA401IH 14"" AMD Ryzen 5 4600HS 3GHz ", 8GB RAM , 512GB SSD,,"14""",1.6kg
893,"HP Victus 16-e0097nr 16.1"" AMD Ryzen 7 5800H 3.2GHz ", Nvidia GeForce RTX 3050 Ti Laptop , 16GB RAM , 512GB SSD,"16.1""",2.47kg
894,"Acer Spin 5 (2020) 13.5"" Intel Core i5-1035G4 1.1GHz ", 16GB RAM , 512GB SSD,,"13.5""",1.2kg
895,"HP EliteBook x360 830 G7 13.3"" Intel Core i5-10210U 1.6GHz ", 8GB RAM , 256GB SSD,,"13.3""",1.31kg
896,"MSI Summit E16 Flip Evo A11MT-021 16"" QHD+ Intel Core i7-1195G7 2.9GHz ", 16GB RAM 512GB SSD,,,"16""",1.58kg
897,Lenovo ThinkPad X12 Detachable Intel Core i7-1180G7 1.3GHz , 16GB RAM , 1TB SSD,,"12.3""",1.2kg
898,"Lenovo ThinkPad Z13 13"" AMD Ryzen 5 Pro 6650U 2.9GHz ", 32GB RAM , 1TB SSD,,"13.3""",1.26kg
899,"MSI WF66 11UJ-267 15.6"" FHD Intel Core i7-11800H 2.4GHz ", Nvidia RTX A2000 Laptop , 64GB RAM , 2TB SSD + 2TB SSD,"15.6""",2.25kg
900,Lenovo ThinkPad P52 15.6” Intel Core i7-8750H 2.2GHz , 8GB RAM , 1TB HDD,,"15.6""",2.45kg
901,"Lenovo ThinkPad P52 15.6"" Intel Core i7-8750H 2.2GHz ", 64GB RAM , 1TB SSD,,"15.6""",2.45kg
